User_ID,Session_ID,Timestamp,Page_URL,Time_Spent_seconds,Clicks,Browser_Type,Device_Type,Article_Category,Article_Name,Interacted_Elements,Video_Views,Geo_Location
U005,008b7173-62bb-40f8-8fe3-97e0bb54cc88,2024-02-28 21:14:18,https://crossdevblog.com/article/72,9,143,Edge,Tablet,Tecnologia,El Internet de las cosas: Conectando el mundo,0,videos,"Germany, Berlin"
U005,6bd4a0fc-41ba-4aae-b46a-b797919ea62a,2024-07-31 11:56:06,https://crossdevblog.com/article/76,19,404,Edge,Desktop,Entretenimiento,El auge del cine internacional,1,images,"USA, New York"
U005,65ac2425-c6bd-47d2-b503-0abb61cd8345,2024-03-23 05:41:00,https://crossdevblog.com/article/13,5,212,Edge,Tablet,Ciencia,El debate Ã©tico en torno a la clonaciÃ³n,1,links,"UK, London"
U004,b780590d-07bf-4a4c-9387-3a6b94f9289e,2024-11-17 05:37:53,https://crossdevblog.com/article/8,3,380,Edge,Tablet,Entretenimiento,Festivales de mÃºsica para ver este aÃ±o,1,videos,"Australia, Sydney"
U002,232c58b5-218a-4d75-af7a-871ca19c3e52,2024-02-12 15:06:47,https://crossdevblog.com/article/73,19,203,Firefox,Tablet,Politica,Entendiendo la nueva ley de inmigraciÃ³n,3,videos,"Germany, Berlin"
U001,e28ca573-b2de-41db-abcc-2f19dc9c7752,2024-12-24 03:53:31,https://crossdevblog.com/article/36,18,411,Edge,Tablet,Deportes,El negocio de los patrocinios deportivos,5,links,"Colombia, Bogota"
U005,81274194-ee80-4037-8b10-cffaa3491f4b,2024-04-20 07:47:54,https://crossdevblog.com/article/30,14,130,Edge,Mobile,Entretenimiento,Las estrellas mÃ¡s grandes de Hollywood en 2024,1,buttons,"Colombia, Bogota"
U002,d2b56f6d-8497-4b0e-869b-1019d403e37a,2024-06-11 22:45:59,https://crossdevblog.com/article/2,20,261,Firefox,Mobile,Politica,El impacto de las polÃ­ticas comerciales globales,0,forms,"Colombia, Bogota"
U002,ac138288-db4d-40a4-8a6d-1fad1a8a2a01,2024-03-06 04:26:01,https://crossdevblog.com/article/88,10,416,Chrome,Mobile,Entretenimiento,El poder de las comunidades de fanÃ¡ticos,5,forms,"UK, London"
U002,476ac609-6d6f-4e49-ab9e-b09d08678503,2024-07-16 18:41:58,https://crossdevblog.com/article/28,11,569,Edge,Mobile,Deportes,Rompiendo rÃ©cords en atletismo,0,multimedia,"USA, New York"
