User_ID,Session_ID,Timestamp,Page_URL,Time_Spent_seconds,Clicks,Browser_Type,Device_Type,Article_Category,Article_Name,Interacted_Elements,Video_Views,Geo_Location
U001,a623d574-afa9-4b24-8216-8877d52e62f6,2024-11-11 08:32:38,https://crossdevblog.com/article/28,7,362,Edge,Mobile,Politica,El futuro de las campaÃ±as polÃ­ticas,0,multimedia,"Germany, Berlin"
U004,ab2726a5-7973-4330-8121-502ace3055e2,2024-04-11 14:38:54,https://crossdevblog.com/article/57,1,30,Safari,Desktop,Negocios,Las 10 mejores startups para seguir en 2024,3,links,"Canada, Toronto"
U001,e2e13788-4e54-4457-88db-eba2d4d0df88,2024-04-24 09:37:33,https://crossdevblog.com/article/69,16,62,Edge,Mobile,Ciencia,El papel de las matemÃ¡ticas en la vida cotidiana,3,videos,"UK, London"
U002,04dbb58e-4886-4bb7-82de-d86530a05536,2024-05-05 05:29:21,https://crossdevblog.com/article/25,16,185,Edge,Desktop,Salud,Remedios naturales para dolencias comunes,4,forms,"Canada, Toronto"
U002,85e09694-e1c6-4cc5-b870-45dfeca9f12b,2024-03-20 01:08:22,https://crossdevblog.com/article/19,8,406,Safari,Mobile,Tecnologia,Avances en tecnologÃ­a verde,4,links,"Australia, Sydney"
U003,aa56edea-5ad5-4ef6-b85c-f6213147d285,2024-12-19 19:45:00,https://crossdevblog.com/article/99,16,163,Chrome,Mobile,Entretenimiento,El futuro de la realidad virtual en el entretenimiento,5,forms,"Canada, Toronto"
U004,fed0ebcb-8810-492c-b0b0-794fa2615ce8,2024-02-23 13:30:41,https://crossdevblog.com/article/12,12,198,Edge,Desktop,Salud,La importancia de la atenciÃ³n preventiva,5,multimedia,"Canada, Toronto"
U002,c113cca2-ed16-428b-b6a9-3e7c91449022,2024-05-22 08:11:52,https://crossdevblog.com/article/84,18,245,Chrome,Mobile,Tecnologia,El futuro de la computaciÃ³n en la nube,3,multimedia,"Germany, Berlin"
U003,bb3c32a1-42e5-44c1-986e-b3aedd5ed8b5,2024-04-24 08:36:10,https://crossdevblog.com/article/59,5,319,Safari,Tablet,Entretenimiento,El papel de la diversidad en el entretenimiento,2,multimedia,"USA, New York"
U004,bfe798f2-b0c4-4273-82ac-73014a62646a,2024-12-21 08:55:47,https://crossdevblog.com/article/99,7,560,Chrome,Desktop,Ciencia,Nuevos avances en energÃ­a renovable,0,links,"UK, London"
U005,1b566e3a-f36b-4917-8d58-529d30fdaea7,2024-01-08 14:41:40,https://crossdevblog.com/article/99,1,559,Firefox,Desktop,Ciencia,Fuentes de energÃ­a renovable del futuro,2,forms,"UK, London"
U005,e89e0e18-cfae-41d2-9eff-60ba14cf9676,2024-06-15 09:08:22,https://crossdevblog.com/article/29,20,406,Firefox,Tablet,Politica,La nueva ola de nacionalismo,4,multimedia,"Australia, Sydney"
U003,29273ba5-d35c-49a9-8298-d2d35946d788,2024-08-03 07:58:30,https://crossdevblog.com/article/72,4,103,Firefox,Tablet,Ciencia,Los Ãºltimos avances en la exploraciÃ³n espacial,1,multimedia,"Germany, Berlin"
U002,0520afc5-1651-421e-a101-fde27319c043,2024-07-02 13:18:25,https://crossdevblog.com/article/97,13,423,Firefox,Desktop,Salud,Los beneficios de los exÃ¡menes mÃ©dicos regulares,4,images,"Australia, Sydney"
U004,d6313f29-d99e-40eb-95f6-ae2c3e0768ef,2024-09-06 10:05:59,https://crossdevblog.com/article/77,18,440,Chrome,Tablet,Entretenimiento,El auge del cine internacional,2,videos,"Australia, Sydney"
U003,1ab9a4b6-588d-468e-9351-b74356800692,2024-02-21 13:51:11,https://crossdevblog.com/article/45,14,111,Safari,Tablet,Negocios,CÃ³mo construir una marca fuerte,1,videos,"USA, New York"
U001,6652363b-0d9f-47d8-a89d-055626b47dc6,2024-04-02 06:33:47,https://crossdevblog.com/article/32,4,201,Firefox,Mobile,Salud,CÃ³mo manejar el dolor crÃ³nico,4,forms,"UK, London"
U005,2258c1c2-7f9f-4437-91ac-1ff9cd005349,2024-08-14 19:34:55,https://crossdevblog.com/article/18,2,65,Edge,Desktop,Negocios,Por quÃ© la educaciÃ³n financiera es clave para el Ã©xito,0,buttons,"Australia, Sydney"
U004,e598e7b7-8ecf-43d2-b9a6-fc94b68ab2d7,2024-11-08 06:34:00,https://crossdevblog.com/article/82,3,537,Chrome,Mobile,Salud,CÃ³mo mantenerse saludable mientras viajas,1,videos,"Germany, Berlin"
U002,280ea526-8122-4edc-9b10-139da9943125,2024-09-22 21:21:57,https://crossdevblog.com/article/48,6,82,Chrome,Mobile,Salud,Los beneficios de los exÃ¡menes mÃ©dicos regulares,5,forms,"Canada, Toronto"
U001,6312e150-13af-4021-8a93-1779f6c1ab7b,2024-09-14 13:41:06,https://crossdevblog.com/article/34,1,597,Edge,Desktop,Entretenimiento,Reboots y remakes: La nueva tendencia de Hollywood,1,multimedia,"Canada, Toronto"
U004,caeb55f5-b523-4264-8a79-87e841664376,2024-10-22 16:42:15,https://crossdevblog.com/article/54,16,39,Firefox,Mobile,Deportes,El legado de los entrenadores deportivos famosos,3,links,"Australia, Sydney"
U005,02f7bab2-3e49-4960-8779-0ae33ea83dd1,2024-02-28 04:29:33,https://crossdevblog.com/article/96,8,374,Safari,Tablet,Deportes,El legado de los entrenadores deportivos famosos,5,buttons,"Germany, Berlin"
U002,77d196d4-f081-4571-bf69-f659cff497d1,2024-05-16 14:15:07,https://crossdevblog.com/article/5,18,541,Safari,Desktop,Tecnologia,Blockchain mÃ¡s allÃ¡ de las criptomonedas,1,videos,"Germany, Berlin"
U005,ba6d30d5-383d-4bd8-8194-b35e54ac1447,2024-03-16 00:33:01,https://crossdevblog.com/article/64,4,164,Chrome,Desktop,Deportes,El futuro del deporte femenino,5,multimedia,"Canada, Toronto"
U001,f9276cfb-b910-4a36-a680-2a61230e920e,2024-04-11 07:19:11,https://crossdevblog.com/article/84,18,277,Safari,Desktop,Tecnologia,IA: Dando forma al futuro,2,forms,"Colombia, Bogota"
U005,b2ea355f-d2fc-4624-9004-5c96feaa76b2,2024-11-05 19:32:04,https://crossdevblog.com/article/76,19,287,Edge,Desktop,Tecnologia,Avances en tecnologÃ­a verde,2,buttons,"Australia, Sydney"
U004,a35e8368-f3c9-43d0-a35c-917be264fb17,2024-02-04 09:05:19,https://crossdevblog.com/article/65,9,71,Edge,Desktop,Salud,CÃ³mo mantenerse saludable mientras viajas,3,images,"Australia, Sydney"
U001,fd5bdead-6879-4aba-896b-c8a1b475c279,2024-12-15 11:58:01,https://crossdevblog.com/article/84,7,509,Edge,Desktop,Entretenimiento,CÃ³mo han cambiado los programas de televisiÃ³n en la Ãºltima dÃ©cada,2,videos,"Canada, Toronto"
U003,e3720cd2-c3b3-4182-9a76-89356955ef97,2024-07-26 09:46:32,https://crossdevblog.com/article/61,3,61,Chrome,Mobile,Salud,El futuro de la telemedicina,4,forms,"Canada, Toronto"
U001,a003dc6d-3f2f-4db6-9d9e-0706c0ff59d0,2024-05-02 00:07:38,https://crossdevblog.com/article/65,16,298,Firefox,Desktop,Deportes,El negocio de los patrocinios deportivos,3,videos,"USA, New York"
U004,5136c510-9fbc-4415-b808-96629085eb0e,2024-05-12 14:37:07,https://crossdevblog.com/article/82,13,138,Edge,Tablet,Politica,Debatiendo la polÃ­tica de salud,1,videos,"USA, New York"
U003,ca21cc8b-634b-4520-9ac0-81cf00f62cc5,2024-03-06 07:17:53,https://crossdevblog.com/article/8,15,20,Safari,Mobile,Politica,LÃ­deres emergentes del maÃ±ana,5,multimedia,"UK, London"
U002,02415c7e-8e7f-4637-a183-e814b5cffc9a,2024-05-20 02:35:46,https://crossdevblog.com/article/40,12,560,Firefox,Tablet,Politica,LÃ­deres emergentes del maÃ±ana,4,images,"Canada, Toronto"
U002,ff718883-a90a-4f61-8259-2035077553aa,2024-10-11 21:58:42,https://crossdevblog.com/article/69,5,147,Chrome,Tablet,Tecnologia,Redes 5G: Lo que necesitas saber,5,videos,"Germany, Berlin"
U001,4db9d30c-4822-454c-a537-8568dd74ed82,2024-11-04 22:03:18,https://crossdevblog.com/article/19,19,414,Firefox,Tablet,Entretenimiento,CÃ³mo los videojuegos se estÃ¡n convirtiendo en entretenimiento convencional,2,buttons,"Colombia, Bogota"
U003,51f6efeb-d596-4c5d-945a-98a97ef55d9c,2024-05-20 09:43:05,https://crossdevblog.com/article/63,16,345,Chrome,Desktop,Tecnologia,Amenazas de ciberseguridad en 2024,3,forms,"USA, New York"
U002,2f11eb58-d44d-4fbc-b399-628965f2b8f9,2024-08-19 18:00:20,https://crossdevblog.com/article/90,11,47,Chrome,Mobile,Ciencia,Cambio climÃ¡tico: CÃ³mo estÃ¡ afectando a la vida silvestre,0,videos,"Colombia, Bogota"
U004,0ca6ca33-e99c-4c5a-bdd7-b769e1f982e0,2024-04-13 05:14:42,https://crossdevblog.com/article/11,3,257,Safari,Tablet,Negocios,Las 10 mejores startups para seguir en 2024,3,multimedia,"UK, London"
U003,13245641-0d17-47a1-a521-555a0838f290,2024-04-17 13:08:38,https://crossdevblog.com/article/25,8,177,Chrome,Tablet,Ciencia,Avances en la tecnologÃ­a mÃ©dica,5,links,"Australia, Sydney"
U004,58ce9b4f-02db-4391-86dc-4ba6cb94ec8e,2024-08-26 06:59:09,https://crossdevblog.com/article/29,8,210,Firefox,Tablet,Ciencia,Cambio climÃ¡tico: CÃ³mo estÃ¡ afectando a la vida silvestre,4,images,"UK, London"
U003,9f851a71-d91b-401e-9f11-2da790aa0535,2024-03-05 20:50:54,https://crossdevblog.com/article/30,5,587,Safari,Tablet,Negocios,Por quÃ© la educaciÃ³n financiera es clave para el Ã©xito,5,multimedia,"UK, London"
U002,d36049db-4e0c-4143-b2a0-582fef1bcc29,2024-03-23 07:24:40,https://crossdevblog.com/article/14,19,88,Firefox,Tablet,Entretenimiento,El poder de las comunidades de fanÃ¡ticos,4,multimedia,"Germany, Berlin"
U004,08f59d53-5764-46a8-8553-65dda520ec87,2024-08-07 14:18:27,https://crossdevblog.com/article/43,20,329,Chrome,Tablet,Politica,CÃ³mo la polÃ­tica moldea la economÃ­a global,2,images,"Australia, Sydney"
U004,3ce85f78-9a66-4c89-85aa-cc7b9fb49c32,2024-02-23 09:08:32,https://crossdevblog.com/article/89,18,235,Firefox,Tablet,Entretenimiento,Predicciones de la temporada de premios 2024,2,multimedia,"Canada, Toronto"
U005,4f0fc68e-f7a3-4a19-9fd6-a29b34e8b97d,2024-05-27 04:46:17,https://crossdevblog.com/article/54,17,426,Firefox,Tablet,Entretenimiento,El papel de la diversidad en el entretenimiento,0,videos,"Germany, Berlin"
U005,d7dff34c-36d8-477d-be7a-b59635357456,2024-12-19 12:17:20,https://crossdevblog.com/article/66,2,113,Firefox,Desktop,Salud,La ciencia de la longevidad,1,multimedia,"Canada, Toronto"
U002,f197e5f5-dd1e-4da4-baa3-e3a7aab8a3d5,2024-07-07 12:44:50,https://crossdevblog.com/article/69,14,11,Edge,Tablet,Entretenimiento,Las 10 mejores pelÃ­culas para ver en 2024,0,links,"Germany, Berlin"
U005,3ed18e48-a050-4470-9f3b-6cca1d295c0a,2024-11-24 12:57:05,https://crossdevblog.com/article/79,1,243,Firefox,Tablet,Salud,Comprendiendo la importancia de la hidrataciÃ³n,1,forms,"Canada, Toronto"
U005,cccb2747-ea07-412a-88d7-368c55444db9,2024-07-15 01:30:49,https://crossdevblog.com/article/76,20,599,Safari,Mobile,Ciencia,Fuentes de energÃ­a renovable del futuro,0,videos,"USA, New York"
U004,f4e0bf09-bd81-4989-a6b0-3ccdaab99d1c,2024-11-04 09:43:50,https://crossdevblog.com/article/69,19,32,Chrome,Mobile,Entretenimiento,PrÃ³ximas producciones teatrales que no te puedes perder,4,forms,"UK, London"
U003,3045e5aa-1f68-4e88-9a90-3ddb37de675d,2024-03-29 04:25:12,https://crossdevblog.com/article/28,6,506,Edge,Tablet,Entretenimiento,Celebridades que usan su plataforma para el bien,5,forms,"UK, London"
U005,681d5765-f1d1-47ce-9d9d-1af724123392,2024-07-21 04:38:55,https://crossdevblog.com/article/78,3,118,Safari,Mobile,Negocios,PrÃ¡cticas empresariales sostenibles para 2024,0,links,"Colombia, Bogota"
U003,54b8f296-8bc4-4488-afe5-013335d6933e,2024-05-10 07:57:10,https://crossdevblog.com/article/49,10,271,Edge,Tablet,Salud,CÃ³mo manejar el dolor crÃ³nico,2,images,"Colombia, Bogota"
U004,39d4a4a7-7fa1-40d5-a850-83eaefa24a03,2024-07-23 15:45:30,https://crossdevblog.com/article/21,19,298,Firefox,Desktop,Deportes,La popularidad global del cricket,0,multimedia,"UK, London"
U002,47313e39-bbd1-42db-aecd-04b2a3ccaaf4,2024-03-05 01:28:35,https://crossdevblog.com/article/30,12,377,Chrome,Mobile,Politica,La participaciÃ³n electoral y su importancia,3,links,"Canada, Toronto"
U001,f6f6cb87-56f4-4a0a-a547-4e727dc4dfbd,2024-11-21 06:51:55,https://crossdevblog.com/article/99,18,390,Firefox,Desktop,Tecnologia,Startups tecnolÃ³gicas a seguir en 2024,0,buttons,"Germany, Berlin"
U004,dadcd666-6cfb-4d3b-a6c1-756d778abc46,2024-08-09 00:27:32,https://crossdevblog.com/article/35,13,577,Chrome,Mobile,Ciencia,Descubrimientos en el campo de la paleontologÃ­a,2,forms,"USA, New York"
U003,24780479-9f1e-47c7-ab55-39f994072f4a,2024-01-23 00:18:51,https://crossdevblog.com/article/52,11,278,Firefox,Mobile,Deportes,El legado de los entrenadores deportivos famosos,4,links,"Australia, Sydney"
U003,df4d5f88-5b72-4b7c-ac25-38b9738e0c80,2024-12-25 04:59:38,https://crossdevblog.com/article/20,16,222,Safari,Desktop,Politica,El impacto de las polÃ­ticas comerciales globales,1,links,"USA, New York"
U004,f875f2d7-969e-4927-a61d-150881e706fc,2024-01-11 19:21:56,https://crossdevblog.com/article/47,5,80,Chrome,Tablet,Politica,El papel de las redes sociales en la polÃ­tica,1,buttons,"Germany, Berlin"
U001,0bc23356-8228-48bd-b8dd-09bc854bdc8e,2024-07-23 08:09:47,https://crossdevblog.com/article/18,14,161,Chrome,Desktop,Ciencia,El futuro de la ediciÃ³n genÃ©tica,3,links,"Canada, Toronto"
U001,47e3e75a-1a8f-4a18-9f04-68acd3d26cd0,2024-04-11 02:16:53,https://crossdevblog.com/article/54,6,55,Safari,Tablet,Deportes,La popularidad global del cricket,4,buttons,"Australia, Sydney"
U001,828e8e1a-a996-4d99-93ae-60b7bf59107c,2024-05-11 21:33:59,https://crossdevblog.com/article/96,11,295,Chrome,Tablet,Deportes,Un vistazo a las estrategias de la NFL,0,buttons,"Australia, Sydney"
U004,8fe7fd1b-a10c-434a-94be-5a9d0b047825,2024-09-17 08:23:15,https://crossdevblog.com/article/75,3,547,Safari,Tablet,Negocios,Crowdfunding: Una nueva era de financiamiento empresarial,5,links,"Colombia, Bogota"
U001,ece524cd-b8ad-4a35-937d-69d836f66bcf,2024-04-28 09:26:16,https://crossdevblog.com/article/76,19,568,Chrome,Desktop,Deportes,Consejos de entrenamiento para maratones para principiantes,5,links,"Germany, Berlin"
U001,8fd7a109-2074-474d-ba0b-6b714dca35eb,2024-08-11 15:39:24,https://crossdevblog.com/article/4,9,60,Edge,Desktop,Entretenimiento,Dentro del mundo de la mÃºsica indie,3,videos,"Canada, Toronto"
U005,11eb6df9-0ca1-44df-80ad-647be37da5a1,2024-01-14 19:22:06,https://crossdevblog.com/article/47,5,71,Firefox,Tablet,Negocios,El futuro del comercio electrÃ³nico,1,videos,"USA, New York"
U004,c0801d9b-75b4-47d9-9286-00aa0252e99e,2024-07-25 20:10:50,https://crossdevblog.com/article/37,16,500,Chrome,Tablet,Tecnologia,IA: Dando forma al futuro,2,videos,"UK, London"
U001,906d5d50-39e4-429f-b694-05e243e03075,2024-08-23 15:12:46,https://crossdevblog.com/article/14,3,406,Safari,Desktop,Deportes,Juegos OlÃ­mpicos 2024: QuÃ© esperar,4,buttons,"UK, London"
U002,6ecfcc12-e4b0-4108-aa6c-a82adf024190,2024-08-29 23:39:28,https://crossdevblog.com/article/42,8,265,Chrome,Desktop,Politica,Entendiendo la nueva ley de inmigraciÃ³n,4,forms,"Canada, Toronto"
U001,fe9c8fd5-f86e-43ee-9818-428967ff1914,2024-11-13 06:04:17,https://crossdevblog.com/article/33,15,161,Edge,Tablet,Salud,Manejo de la diabetes a travÃ©s de la dieta,3,videos,"USA, New York"
U003,d5455831-39c5-4e44-b243-2892ea4f138e,2024-04-23 20:53:35,https://crossdevblog.com/article/14,7,536,Firefox,Tablet,Politica,Tensiones geopolÃ­ticas en el Medio Oriente,3,forms,"Canada, Toronto"
U002,f86d61c6-94c4-4d14-959d-ae91f00f24e8,2024-02-14 12:43:56,https://crossdevblog.com/article/27,9,111,Firefox,Tablet,Deportes,AnalÃ­tica deportiva: El cambio de juego,3,videos,"Germany, Berlin"
U002,86b638f4-df4e-429a-9786-a4f542813242,2024-08-17 14:17:33,https://crossdevblog.com/article/43,8,546,Edge,Mobile,Entretenimiento,Festivales de mÃºsica para ver este aÃ±o,0,forms,"Canada, Toronto"
U002,564fd37d-b9c2-4923-9082-ee56dea71491,2024-04-10 17:40:13,https://crossdevblog.com/article/28,5,308,Edge,Desktop,Salud,El futuro de la telemedicina,1,multimedia,"USA, New York"
U004,4c276e81-4bbf-4c91-af36-1e51cf642268,2024-01-16 02:28:56,https://crossdevblog.com/article/52,12,582,Chrome,Mobile,Tecnologia,ExploraciÃ³n espacial: La nueva frontera tecnolÃ³gica,2,videos,"Canada, Toronto"
U001,bb0102bd-9ca7-4cf3-a0cd-10861169d49b,2024-02-23 14:40:40,https://crossdevblog.com/article/60,19,96,Safari,Mobile,Deportes,La ciencia detrÃ¡s del rendimiento mÃ¡ximo,1,links,"UK, London"
U001,eb5a0c36-5636-4935-a457-212ee0358e57,2024-09-04 10:50:43,https://crossdevblog.com/article/59,5,19,Chrome,Desktop,Tecnologia,Hogares inteligentes: Â¿Conveniencia o riesgo de seguridad?,1,links,"USA, New York"
U003,5cb2872d-0d02-45d0-aad3-d1f844772476,2024-09-28 18:35:59,https://crossdevblog.com/article/91,17,420,Edge,Desktop,Salud,CÃ³mo manejar el dolor crÃ³nico,4,forms,"USA, New York"
